raw_name,proposed_canonical_id,reason,frequency,mean_residual,needs_manual_review,mean_price,median_price
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,17,,True,,
Gülaçtı Deniz Konakları Sitesi,gulacti_deniz_konaklari,low_freq_kept_separate_review,2,,True,,
Seka Sitesi,seka,low_freq_kept_separate_review,1,,True,,
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,17,,True,,
Menekşe Yaşamkent Sitesi,menekse_yasamkent,low_freq_kept_separate_review,1,,True,,
dikkat emlak'tan yenisehir mh. site,dikkat_emlak_tan_yenisehir_mh,low_freq_kept_separate_review,1,,True,,
Flora Park,flora_park,low_freq_kept_separate_review,2,,True,,
Armakent 4. Etap,armakent_4,low_freq_kept_separate_review,1,,True,,
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,17,,True,,
Gülaçtı Deniz Konakları Sitesi,gulacti_deniz_konaklari,low_freq_kept_separate_review,2,,True,,
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,17,,True,,
sahibinden havuz ve vadi,sahibinden_havuz_ve_vadi,low_freq_kept_separate_review,1,,True,,
Armadakent 1. Etap,armadakent_1,low_freq_kept_separate_review,1,,True,,
Pera Park Evleri,pera_park,low_freq_kept_separate_review,1,,True,,
basiskele kullar tepecik de site,kullar_tepecik_de,low_freq_kept_separate_review,1,,True,,
basiskele barbaros mh site,barbaros_mh,low_freq_kept_separate_review,1,,True,,
basiskele barbaros site,barbaros,low_freq_kept_separate_review,1,,True,,
ceneviz adalari projesi,ceneviz_adalari,low_freq_kept_separate_review,2,,True,,
Kolaylı Kullar Sitesi,kolayli_kullar,low_freq_kept_separate_review,1,,True,,
ceneviz adalari projesi,ceneviz_adalari,low_freq_kept_separate_review,2,,True,,
basiskele kullar yaylacik mahallesi site,kullar_yaylacik_mahallesi,low_freq_kept_separate_review,1,,True,,
Bizim Evler Sitesi,bizim_evler,low_freq_kept_separate_review,1,,True,,
bahama proje,bahama,low_freq_kept_separate_review,2,,True,,
basiskele kullar'da prestijli yasam projesi,kullar_da_prestijli_yasam,low_freq_kept_separate_review,1,,True,,
Yağmurkent Sitesi,yagmurkent,low_freq_kept_separate_review,1,,True,,
basiskele kullar tepecik mah. site,kullar_tepecik_mah,low_freq_kept_separate_review,2,,True,,
Altınkent Kalıcı Konutları 7 Ada,altinkent_kalici_konutlari_7_ada,low_freq_kept_separate_review,1,,True,,
Altınkent Kalıcı Konutları 6 Ada Sitesi,altinkent_kalici_konutlari_6_ada,low_freq_kept_separate_review,1,,True,,
basiskele kullar'da ultra luks ebeveyn banyolu site,kullar_da_ultra_ebeveyn_banyolu,low_freq_kept_separate_review,1,,True,,
Mehmet Akif Ersoy Sitesi,mehmet_akif_ersoy,low_freq_kept_separate_review,1,,True,,
basiskele altinkent site,altinkent,low_freq_kept_separate_review,1,,True,,
Altınkent Kalıcı Konutları 5 Ada,altinkent_kalici_konutlari_5_ada,low_freq_kept_separate_review,1,,True,,
Ertürk Sitesi,erturk,low_freq_kept_separate_review,1,,True,,
Marmara Elit Yapı Kooperatifi,marmara_elit_yapi_kooperatifi,low_freq_kept_separate_review,1,,True,,
Altınkent Kalıcı Konutları 3 Ada,altinkent_kalici_konutlari_3_ada,low_freq_kept_separate_review,1,,True,,
Casaba Suite Sitesi,casaba_suite,low_freq_kept_separate_review,1,,True,,
Dream Gardens Sitesi,dream_gardens,low_freq_kept_separate_review,2,,True,,
tanta emlak'tan site,tanta_emlak_tan,low_freq_kept_separate_review,2,,True,,
ara kat daire site,ara,low_freq_kept_separate_review,2,,True,,
Naturapark Evleri,naturapark,low_freq_kept_separate_review,1,,True,,
Kolaylı Sitesi,kolayli,low_freq_kept_separate_review,1,,True,,
Kolaylı Karşıyaka Sitesi,kolayli_karsiyaka,low_freq_kept_separate_review,1,,True,,
ust kat deniz manzarali asansorlu site,ust_deniz_manzarali_asansorlu,low_freq_kept_separate_review,1,,True,,
Yakut Konakları Sitesi,yakut_konaklari,low_freq_kept_separate_review,2,,True,,
Üst Park Atakent,ust_park_atakent,low_freq_kept_separate_review,2,,True,,
basiskele fatih mahallesinde site,fatih_mahallesinde,low_freq_kept_separate_review,2,,True,,
May Kent 2 Sitesi,may_kent_2,low_freq_kept_separate_review,2,,True,,
Armoni 2 Evleri,armoni_2,low_freq_kept_separate_review,1,,True,,
Üstpark Yuvacık Sitesi,ustpark_yuvacik,low_freq_kept_separate_review,2,,True,,
Manar Yuvacık 3,manar_yuvacik_3,low_freq_kept_separate_review,2,,True,,
basiskele fatih mah. site,fatih_mah,low_freq_kept_separate_review,1,,True,,
Çağlayan Modern Yuvacık,caglayan_modern_yuvacik,low_freq_kept_separate_review,1,,True,,
vadi yuvacik sitesi,vadi_yuvacik,low_freq_kept_separate_review,1,,True,,
Aydınkent Kalıcı Konutları 20 Ada,aydinkent_kalici_konutlari_20_ada,low_freq_kept_separate_review,1,,True,,
Manar Terrace,manar_terrace,low_freq_kept_separate_review,2,,True,,
yuvacik pasadagi mh. site,yuvacik_pasadagi_mh,low_freq_kept_separate_review,1,,True,,
Panoramakent 4,panoramakent,near_dict_not_merged_conservative,3,,True,,
Paşadağı Evleri,pasadagi,low_freq_kept_separate_review,1,,True,,
basiskele fatih mahallesinde site,fatih_mahallesinde,low_freq_kept_separate_review,2,,True,,
acil basiskele'fatih mah site,basiskele_fatih,low_freq_kept_separate_review,1,,True,,
lotus evleri,lotus,low_freq_kept_separate_review,2,,True,,
basiskele vadi,ritim_vadi_evleri,near_dict_not_merged_conservative,17,,True,,
Manar Yuvacık,manar_yuvacik,low_freq_kept_separate_review,2,,True,,
Akasya Modern Evleri,akasya_modern,low_freq_kept_separate_review,2,,True,,
derin'den yatirim firsati site,derin_den_yatirim_firsati,low_freq_kept_separate_review,1,,True,,
invest globalden zeray kent,invest_globalden_zeray_kent,low_freq_kept_separate_review,1,,True,,
aydinkent konutlari,aydinkent,low_freq_kept_separate_review,1,,True,,
Secret Garden,secret_garden,low_freq_kept_separate_review,2,,True,,
Üstpark Yuvacık Sitesi,ustpark_yuvacik,low_freq_kept_separate_review,2,,True,,
May City Sitesi,may_city,low_freq_kept_separate_review,1,,True,,
Lotus Mahza,lotus_mahza,low_freq_kept_separate_review,2,,True,,
kw arven'den ted kolejine komsu havuzlu site,kw_arven_den_ted_kolejine_komsu_havuzlu,low_freq_kept_separate_review,1,,True,,
vizyon'dan site,vizyon_dan,low_freq_kept_separate_review,1,,True,,
Manar Yuvacık,manar_yuvacik,low_freq_kept_separate_review,2,,True,,
Manar Yuvacık 3,manar_yuvacik_3,low_freq_kept_separate_review,2,,True,,
pasadag mh'de konsept talha park,pasadag_mh_de_konsept_talha_park,low_freq_kept_separate_review,1,,True,,
yuvacik doga evleri,yuvacik_doga,low_freq_kept_separate_review,1,,True,,
basiskele tinaztepede site,tinaztepede,low_freq_kept_separate_review,1,,True,,
sahibinden satilik site,sahibinden,low_freq_kept_separate_review,1,,True,,
Temizel Tepe Loft,temizel_tepe_loft,low_freq_kept_separate_review,1,,True,,
yuvacik eksioglu metsan evleri,yuvacik_eksioglu_metsan,low_freq_kept_separate_review,1,,True,,
yuvacik manar sitesi,yuvacik_manar,low_freq_kept_separate_review,1,,True,,
Panoramakent 4,panoramakent,near_dict_not_merged_conservative,3,,True,,
konut kredili dusuk faiz yuksek konforlu site,kredili_dusuk_faiz_yuksek_konforlu,low_freq_kept_separate_review,1,,True,,
Manar Terrace,manar_terrace,low_freq_kept_separate_review,2,,True,,
Yuvacık Kalıcı Konutları 2 Ada,yuvacik_kalici_konutlari_2_ada,low_freq_kept_separate_review,2,,True,,
Yuvacık Kalıcı Konutları 2 Ada,yuvacik_kalici_konutlari_2_ada,low_freq_kept_separate_review,2,,True,,
basiskele yesilyurt mah.durupark evleri,yesilyurt_mah_durupark,low_freq_kept_separate_review,1,,True,,
bloklu butik site,bloklu_butik,low_freq_kept_separate_review,1,,True,,
yuvacik'ta prestijli site,yuvacik_ta_prestijli,low_freq_kept_separate_review,1,,True,,
basiskele'de butik site,basiskele_de_butik,low_freq_kept_separate_review,1,,True,,
Panoramakent 3,panoramakent_3,low_freq_kept_separate_review,1,,True,,
Panoramakent 3,panoramakent,near_dict_not_merged_conservative,1,,True,,
Gün Işığı Sitesi,gun_isigi,low_freq_kept_separate_review,1,,True,,
basiskele yesilyurt mahallesin'de site,yesilyurt_mahallesin_de,low_freq_kept_separate_review,1,,True,,
Bulvar Başiskele Sitesi,bulvar,low_freq_kept_separate_review,2,,True,,
Yuvacık Kalıcı Konutları 10 Ada,yuvacik_kalici_konutlari_10_ada,low_freq_kept_separate_review,1,,True,,
Anatolia Evleri,anatolia,low_freq_kept_separate_review,1,,True,,
Panoramakent 1,panoramakent,near_dict_not_merged_conservative,5,,True,,
erenoglu gm'den satilik site,erenoglu_gm_den,low_freq_kept_separate_review,1,,True,,
Bulvar Başiskele Sitesi,bulvar,low_freq_kept_separate_review,2,,True,,
aydinkent kalici konutlari,aydinkent_kalici,low_freq_kept_separate_review,1,,True,,
basiskele'de asev muhit sitesi,basiskele_de_asev_muhit,low_freq_kept_separate_review,1,,True,,
Terasta Life,terasta_life,low_freq_kept_separate_review,1,,True,,
Yuvacık Kalıcı Konutları 1 Ada,yuvacik_kalici_konutlari_1_ada,low_freq_kept_separate_review,1,,True,,
arakat asansorlu butik site,asansorlu_butik,low_freq_kept_separate_review,1,,True,,
Panoramakent 2 Sitesi,panoramakent_2,low_freq_kept_separate_review,2,,True,,
Panoramakent 2 Sitesi,panoramakent,near_dict_not_merged_conservative,2,,True,,
yuksek giris butik site,yuksek_giris_butik,low_freq_kept_separate_review,1,,True,,
Ergüder Sitesi,erguder,low_freq_kept_separate_review,2,,True,,
Ocak Sitesi,ocak,low_freq_kept_separate_review,2,,True,,
Öz Mercan Sitesi,oz_mercan,low_freq_kept_separate_review,1,,True,,
Değirmendere Konakları Sitesi,degirmendere_konaklari,low_freq_kept_separate_review,2,,True,,
Şengün Sitesi,sengun,low_freq_kept_separate_review,2,,True,,
degirmendere ervatan sitesi,degirmendere_ervatan,low_freq_kept_separate_review,1,,True,,
Ervatan Sitesi,ervatan,low_freq_kept_separate_review,2,,True,,
Batı Mercan Sitesi,bati_mercan,low_freq_kept_separate_review,1,,True,,
Özgururkent Sitesi,ozgururkent,low_freq_kept_separate_review,2,,True,,
Dadaşlar Sitesi,dadaslar,low_freq_kept_separate_review,1,,True,,
Aylan 1 Sitesi,aylan_1,low_freq_kept_separate_review,1,,True,,
uydu kent,uydu_kent,low_freq_kept_separate_review,1,,True,,
Supark Royal,supark_royal,low_freq_kept_separate_review,1,,True,,
Akyüz Sitesi,akyuz,low_freq_kept_separate_review,1,,True,,
Elit Park Sitesi,elit_park,low_freq_kept_separate_review,2,,True,,
Turkuaz Evleri,turkuaz,low_freq_kept_separate_review,2,,True,,
degirmendere'de satilik site,degirmendere_de,low_freq_kept_separate_review,1,,True,,
Zümrüt Evler Sitesi,zumrut_evler,low_freq_kept_separate_review,2,,True,,
Bağkur Sitesi,bagkur,low_freq_kept_separate_review,1,,True,,
Turkuaz Evleri,turkuaz,low_freq_kept_separate_review,2,,True,,
Ervatan Sitesi,ervatan,low_freq_kept_separate_review,2,,True,,
Azra 6 Sitesi,azra_6,low_freq_kept_separate_review,2,,True,,
Revna Life,revna_life,low_freq_kept_separate_review,1,,True,,
Ergüder Sitesi,erguder,low_freq_kept_separate_review,2,,True,,
degirmendere merkezi konum evim kent,degirmendere_merkezi_konum_evim_kent,low_freq_kept_separate_review,1,,True,,
degirmendere'de deniz manzarali havuzlu site,degirmendere_de_deniz_manzarali_havuzlu,low_freq_kept_separate_review,1,,True,,
75. Yıl Sitesi,75_yil,low_freq_kept_separate_review,1,,True,,
Güler Sabancı Sitesi,guler_sabanci,low_freq_kept_separate_review,1,,True,,
Beyaz Saraylar Sitesi,beyaz_saraylar,low_freq_kept_separate_review,1,,True,,
Rakıcıoğlu Sitesi,rakicioglu,low_freq_kept_separate_review,1,,True,,
Uplife Topçular Sitesi,uplife_topcular,low_freq_kept_separate_review,1,,True,,
Değirmendere Konakları,degirmendere_konaklari,low_freq_kept_separate_review,2,,True,,
Şengün Sitesi,sengun,low_freq_kept_separate_review,2,,True,,
Şahan Torunoğulları Sitesi,sahan_torunogullari,low_freq_kept_separate_review,2,,True,,
Çakıroğlu Prestij Park,cakiroglu_prestij_park,low_freq_kept_separate_review,1,,True,,
sarayli konutlari,sarayli,low_freq_kept_separate_review,1,,True,,
Muhammet Ali Torunoğulları Sitesi,muhammet_ali_torunogullari,low_freq_kept_separate_review,1,,True,,
