canonical_id,raw_variants,n_variants,total_count,median_unit_price_by_variant,max_variant_price_gap,warning,county
izmit::armadakent_4,armadakent 4. etap,1,1,"{""armadakent 4. etap"": 66428.57}",0.0,,izmit
izmit::gulacti_deniz_konaklari,gulacti deniz konaklari sitesi,1,2,"{""gulacti deniz konaklari sitesi"": 43517.854999999996}",0.0,,izmit
izmit::menekse_yasamkent,menekse yasamkent sitesi,1,1,"{""menekse yasamkent sitesi"": 74193.55}",0.0,,izmit
izmit::dikkat_emlak_tan_yenisehir_mh,dikkat emlak'tan yenisehir mh. site,1,1,"{""dikkat emlak'tan yenisehir mh. site"": 32857.14}",0.0,,izmit
izmit::yasam,yasam sitesi,1,1,"{""yasam sitesi"": 52500.0}",0.0,,izmit
izmit::armakent_4,armakent 4. etap,1,1,"{""armakent 4. etap"": 70564.52}",0.0,,izmit
izmit::listing_portal_havuz_ve_vadi,listing_portal havuz ve vadi,1,1,"{""listing_portal havuz ve vadi"": 38888.89}",0.0,,izmit
izmit::armadakent_1,armadakent 1. etap,1,1,"{""armadakent 1. etap"": 89062.5}",0.0,,izmit
karamursel::inci,inci sitesi,1,1,"{""inci sitesi"": 25000.0}",0.0,,karamursel
karamursel::merkezkent,merkezkent sitesi,1,5,"{""merkezkent sitesi"": 41052.63}",0.0,,karamursel
karamursel::meric,meric sitesi,1,2,"{""meric sitesi"": 29669.42}",0.0,,karamursel
karamursel::gazanferkent_konaklari,gazanferkent konaklari | gazanferkent konaklari sitesi,2,10,"{""gazanferkent konaklari"": 32857.14, ""gazanferkent konaklari sitesi"": 30000.0}",2857.1399999999994,,karamursel
karamursel::altinkent,altinkent sitesi,1,1,"{""altinkent sitesi"": 36206.9}",0.0,,karamursel
karamursel::karamursel,karamursel merkez konutlari,1,1,"{""karamursel merkez konutlari"": 41555.56}",0.0,,karamursel
karamursel::kardesten_kayacik_ta,kardesten kayacik'ta site,1,1,"{""kardesten kayacik'ta site"": 32142.86}",0.0,,karamursel
karamursel::bagdat,bagdat sitesi,1,1,"{""bagdat sitesi"": 37500.0}",0.0,,karamursel
karamursel::karamursel_park,karamursel park,1,1,"{""karamursel park"": 25909.09}",0.0,,karamursel
karamursel::karamursel_pinarbasi,karamursel pinarbasi sit,1,1,"{""karamursel pinarbasi sit"": 23333.33}",0.0,,karamursel
karamursel::saka,saka sitesi,1,1,"{""saka sitesi"": 47523.81}",0.0,,karamursel
karamursel::kolayli_2,kolayli 2 sitesi,1,2,"{""kolayli 2 sitesi"": 57031.58}",0.0,,karamursel
karamursel::kolayli_4,kolayli 4 sitesi,1,1,"{""kolayli 4 sitesi"": 44117.65}",0.0,,karamursel
karamursel::bahcelievler,bahcelievler sitesi,1,1,"{""bahcelievler sitesi"": 31666.67}",0.0,,karamursel
karamursel::demircan,demircan sitesi,1,1,"{""demircan sitesi"": 23333.33}",0.0,,karamursel
basiskele::pera_park,pera park evleri,1,1,"{""pera park evleri"": 38518.52}",0.0,,basiskele
basiskele::yesilkent_kalici,basiskele yesilkent kalici konutlari | yesilkent kalici konutlari,2,3,"{""basiskele yesilkent kalici konutlari"": 29125.0, ""yesilkent kalici konutlari"": 32083.33}",2958.3300000000017,,basiskele
basiskele::marmara_elit,marmara elit evleri sitesi,1,3,"{""marmara elit evleri sitesi"": 31250.0}",0.0,,basiskele
basiskele::kullar_tepecik_de,basiskele kullar tepecik de site,1,1,"{""basiskele kullar tepecik de site"": 38952.38}",0.0,,basiskele
basiskele::evimiz_kocaeli,evimiz kocaeli | evimiz kocaeli sitesi,2,20,"{""evimiz kocaeli"": 43212.25, ""evimiz kocaeli sitesi"": 49278.759999999995}",6066.509999999995,,basiskele
basiskele::barbaros_mh,basiskele barbaros mh site,1,1,"{""basiskele barbaros mh site"": 42253.52}",0.0,,basiskele
basiskele::barbaros,basiskele barbaros site,1,1,"{""basiskele barbaros site"": 41588.79}",0.0,,basiskele
basiskele::ceneviz_adalari,ceneviz adalari projesi,1,2,"{""ceneviz adalari projesi"": 48076.925}",0.0,,basiskele
basiskele::kolayli_kullar,kolayli kullar sitesi,1,1,"{""kolayli kullar sitesi"": 48333.33}",0.0,,basiskele
basiskele::basiskele_de,basiskele'de site,1,3,"{""basiskele'de site"": 34682.08}",0.0,,basiskele
basiskele::elitium_trio,elitium trio sitesi,1,5,"{""elitium trio sitesi"": 37272.73}",0.0,,basiskele
basiskele::seyri_vadi,kocaeli basiskele seyri vadi sitesi,1,3,"{""kocaeli basiskele seyri vadi sitesi"": 39104.48}",0.0,,basiskele
basiskele::rose_garden,rose garden evleri,1,2,"{""rose garden evleri"": 35959.6}",0.0,,basiskele
basiskele::ustgrup_mezire,mezire | ustgrup mezire,2,8,"{""ustgrup mezire"": 43664.86, ""mezire"": 39036.765}",4628.095000000001,,basiskele
basiskele::kullar_yaylacik_mahallesi,basiskele kullar yaylacik mahallesi site,1,1,"{""basiskele kullar yaylacik mahallesi site"": 54780.82}",0.0,,basiskele
basiskele::kardelen,kardelen sitesi,1,2,"{""kardelen sitesi"": 34598.715000000004}",0.0,,basiskele
basiskele::bizim_evler,bizim evler sitesi,1,1,"{""bizim evler sitesi"": 38750.0}",0.0,,basiskele
basiskele::elitium_park,elitium park evleri,1,4,"{""elitium park evleri"": 39694.369999999995}",0.0,,basiskele
basiskele::bahama,bahama proje,1,2,"{""bahama proje"": 40054.945}",0.0,,basiskele
basiskele::kullar_da_prestijli_yasam,basiskele kullar'da prestijli yasam projesi,1,1,"{""basiskele kullar'da prestijli yasam projesi"": 29629.63}",0.0,,basiskele
basiskele::yagmurkent,yagmurkent sitesi,1,1,"{""yagmurkent sitesi"": 57692.31}",0.0,,basiskele
basiskele::altin_vadi,altin vadi evleri sitesi,1,16,"{""altin vadi evleri sitesi"": 33879.14}",0.0,,basiskele
basiskele::kullar_tepecik_mah,basiskele kullar tepecik mah. site,1,2,"{""basiskele kullar tepecik mah. site"": 30937.5}",0.0,,basiskele
basiskele::altinkent_kalici_konutlari_7_ada,altinkent kalici konutlari 7 ada,1,1,"{""altinkent kalici konutlari 7 ada"": 34782.61}",0.0,,basiskele
basiskele::altinkent_kalici_konutlari_6_ada,altinkent kalici konutlari 6 ada sitesi,1,1,"{""altinkent kalici konutlari 6 ada sitesi"": 28695.65}",0.0,,basiskele
basiskele::kullar_da_ultra_ebeveyn_banyolu,basiskele kullar'da ultra luks ebeveyn banyolu site,1,1,"{""basiskele kullar'da ultra luks ebeveyn banyolu site"": 35555.56}",0.0,,basiskele
basiskele::mehmet_akif_ersoy,mehmet akif ersoy sitesi,1,1,"{""mehmet akif ersoy sitesi"": 22500.0}",0.0,,basiskele
basiskele::altinkent,basiskele altinkent site,1,1,"{""basiskele altinkent site"": 36153.85}",0.0,,basiskele
basiskele::altinkent_kalici_konutlari_5_ada,altinkent kalici konutlari 5 ada,1,1,"{""altinkent kalici konutlari 5 ada"": 30833.33}",0.0,,basiskele
basiskele::erturk,erturk sitesi,1,1,"{""erturk sitesi"": 42400.0}",0.0,,basiskele
basiskele::marmara_elit_yapi_kooperatifi,marmara elit yapi kooperatifi,1,1,"{""marmara elit yapi kooperatifi"": 40347.83}",0.0,,basiskele
basiskele::altinkent_kalici_konutlari_3_ada,altinkent kalici konutlari 3 ada,1,1,"{""altinkent kalici konutlari 3 ada"": 32083.33}",0.0,,basiskele
basiskele::iskar_elit_kent,iskar elit kent,1,4,"{""iskar elit kent"": 35895.33}",0.0,,basiskele
basiskele::kirazli_kent,kirazli kent sitesi,1,10,"{""kirazli kent sitesi"": 32058.824999999997}",0.0,,basiskele
basiskele::sembol_kent,sembol kent sitesi,1,5,"{""sembol kent sitesi"": 33478.26}",0.0,,basiskele
basiskele::casaba_suite,casaba suite sitesi,1,1,"{""casaba suite sitesi"": 39610.39}",0.0,,basiskele
basiskele::dream_gardens,dream gardens sitesi,1,2,"{""dream gardens sitesi"": 30719.21}",0.0,,basiskele
basiskele::tanta_emlak_tan,tanta emlak'tan satilik site | tanta emlak'tan site,2,2,"{""tanta emlak'tan site"": 30357.14, ""tanta emlak'tan satilik site"": 49642.86}",19285.72,possible_bad_merge,basiskele
basiskele::ara,ara kat daire site,1,1,"{""ara kat daire site"": 55312.5}",0.0,,basiskele
basiskele::oluklu_life,oluklu life sitesi,1,4,"{""oluklu life sitesi"": 38349.36}",0.0,,basiskele
basiskele::naturapark,naturapark evleri,1,1,"{""naturapark evleri"": 25294.12}",0.0,,basiskele
basiskele::kolayli,kolayli sitesi,1,1,"{""kolayli sitesi"": 50000.0}",0.0,,basiskele
basiskele::oksijen_konaklari,oksijen konaklari,1,3,"{""oksijen konaklari"": 41875.0}",0.0,,basiskele
basiskele::my_yaka,my yaka sitesi,1,4,"{""my yaka sitesi"": 34000.0}",0.0,,basiskele
basiskele::kolayli_karsiyaka,kolayli karsiyaka sitesi,1,1,"{""kolayli karsiyaka sitesi"": 42424.24}",0.0,,basiskele
basiskele::ust_deniz_manzarali_asansorlu,ust kat deniz manzarali asansorlu site,1,1,"{""ust kat deniz manzarali asansorlu site"": 32379.31}",0.0,,basiskele
basiskele::ustpark_afraze,ustpark afraze | ustpark afraze evleri sitesi,2,10,"{""ustpark afraze"": 40726.26, ""ustpark afraze evleri sitesi"": 42750.0}",2023.739999999998,,basiskele
basiskele::yakut_konaklari,yakut konaklari sitesi,1,2,"{""yakut konaklari sitesi"": 35731.979999999996}",0.0,,basiskele
basiskele::ust_park_atakent,ust park atakent,1,2,"{""ust park atakent"": 37931.035}",0.0,,basiskele
basiskele::bahcekent_konutlari,bahcekent | bahcekent konutlari,2,20,"{""bahcekent konutlari"": 35000.0, ""bahcekent"": 29885.06}",5114.939999999999,,basiskele
basiskele::zeray_korupark,zeray korupark,1,6,"{""zeray korupark"": 46161.149999999994}",0.0,,basiskele
basiskele::yuvana_evleri,yuvana | yuvana evleri,2,12,"{""yuvana evleri"": 33333.33, ""yuvana"": 28104.58}",5228.75,,basiskele
basiskele::fatih_mahallesinde,basiskele fatih mahallesinde site,1,2,"{""basiskele fatih mahallesinde site"": 44005.715}",0.0,,basiskele
basiskele::zeraykent_yuvacik,zeraykent yuvacik,1,7,"{""zeraykent yuvacik"": 39024.39}",0.0,,basiskele
basiskele::my_house_yuvacik,my house yuvacik | my house yuvacik sitesi,2,3,"{""my house yuvacik sitesi"": 36694.445, ""my house yuvacik"": 36250.0}",444.4449999999997,,basiskele
basiskele::may_kent_2,may kent 2 sitesi,1,2,"{""may kent 2 sitesi"": 29105.605}",0.0,,basiskele
basiskele::orka_life_2,orka life 2 sitesi,1,8,"{""orka life 2 sitesi"": 48409.525}",0.0,,basiskele
basiskele::royal_country,royal country,1,11,"{""royal country"": 45364.24}",0.0,,basiskele
basiskele::armoni_2,armoni 2 evleri,1,1,"{""armoni 2 evleri"": 49583.33}",0.0,,basiskele
basiskele::esila_park,esila park sitesi,1,5,"{""esila park sitesi"": 40217.39}",0.0,,basiskele
basiskele::mavi_yesil_park,mavi - yesil park,1,4,"{""mavi - yesil park"": 30273.105}",0.0,,basiskele
basiskele::yakamoz_konutlari,yakamoz konutlari,1,8,"{""yakamoz konutlari"": 41562.5}",0.0,,basiskele
basiskele::zeray_perla,zeray perla sitesi,1,16,"{""zeray perla sitesi"": 48812.479999999996}",0.0,,basiskele
basiskele::zeray_gunesi,zeray gunesi sitesi,1,28,"{""zeray gunesi sitesi"": 42972.01}",0.0,,basiskele
basiskele::ustpark_yuvacik,ustpark yuvacik sitesi,1,2,"{""ustpark yuvacik sitesi"": 42667.46}",0.0,,basiskele
basiskele::manar_yuvacik_3,manar yuvacik 3,1,2,"{""manar yuvacik 3"": 40111.365000000005}",0.0,,basiskele
basiskele::aurapark,aurapark | aurapark sitesi,2,4,"{""aurapark sitesi"": 35902.775, ""aurapark"": 42500.0}",6597.2249999999985,,basiskele
basiskele::fatih_mah,basiskele fatih mah. site,1,1,"{""basiskele fatih mah. site"": 28275.86}",0.0,,basiskele
basiskele::doga,doga evleri,1,3,"{""doga evleri"": 33958.33}",0.0,,basiskele
basiskele::caglayan_modern_yuvacik,caglayan modern yuvacik,1,1,"{""caglayan modern yuvacik"": 41900.0}",0.0,,basiskele
basiskele::vadi_yuvacik,vadi yuvacik sitesi,1,1,"{""vadi yuvacik sitesi"": 37142.86}",0.0,,basiskele
basiskele::aydinkent_kalici_konutlari_20_ada,aydinkent kalici konutlari 20 ada,1,1,"{""aydinkent kalici konutlari 20 ada"": 34000.0}",0.0,,basiskele
basiskele::manar_terrace,manar terrace,1,2,"{""manar terrace"": 40307.92}",0.0,,basiskele
basiskele::yuvacik_pasadagi_mh,yuvacik pasadagi mh. site,1,1,"{""yuvacik pasadagi mh. site"": 57241.38}",0.0,,basiskele
basiskele::royal_city_akkurt,akkurt royal city | royal city akkurt,2,11,"{""royal city akkurt"": 37180.655, ""akkurt royal city"": 36861.31}",319.34500000000116,,basiskele
basiskele::ust_park_yuvacik,ust park yuvacik,1,3,"{""ust park yuvacik"": 36416.18}",0.0,,basiskele
basiskele::panoramakent_4,panoramakent 4,1,3,"{""panoramakent 4"": 51442.31}",0.0,,basiskele
basiskele::pasadagi,pasadagi evleri,1,1,"{""pasadagi evleri"": 36756.76}",0.0,,basiskele
basiskele::basiskele_fatih,acil basiskele'fatih mah site,1,1,"{""acil basiskele'fatih mah site"": 43062.5}",0.0,,basiskele
basiskele::ritim_vadi_evleri,ritim vadi evleri,1,4,"{""ritim vadi evleri"": 32557.47}",0.0,,basiskele
basiskele::ustgrup_lifeside,ustgrup lifeside,1,3,"{""ustgrup lifeside"": 57692.31}",0.0,,basiskele
basiskele::lotus,lotus evleri,1,2,"{""lotus evleri"": 53273.81}",0.0,,basiskele
basiskele::basiskele_vadi,basiskele vadi,1,1,"{""basiskele vadi"": 41842.11}",0.0,,basiskele
basiskele::manar_yuvacik,manar yuvacik,1,2,"{""manar yuvacik"": 40638.57}",0.0,,basiskele
basiskele::akasya_modern,akasya modern evleri,1,2,"{""akasya modern evleri"": 28847.22}",0.0,,basiskele
basiskele::zeray_kent,zeray kent,1,4,"{""zeray kent"": 45434.21}",0.0,,basiskele
basiskele::derin_den_yatirim_firsati,derin'den yatirim firsati site,1,1,"{""derin'den yatirim firsati site"": 21467.39}",0.0,,basiskele
basiskele::invest_globalden_zeray_kent,invest globalden zeray kent,1,1,"{""invest globalden zeray kent"": 33333.33}",0.0,,basiskele
basiskele::aydinkent,aydinkent konutlari,1,1,"{""aydinkent konutlari"": 27727.27}",0.0,,basiskele
basiskele::secret_garden,secret garden,1,2,"{""secret garden"": 42666.665}",0.0,,basiskele
basiskele::akademik_elit_park,akademik elit park,1,4,"{""akademik elit park"": 49090.91}",0.0,,basiskele
basiskele::terra_nova,terra nova evleri,1,3,"{""terra nova evleri"": 45000.0}",0.0,,basiskele
basiskele::may_city,may city sitesi,1,1,"{""may city sitesi"": 33148.15}",0.0,,basiskele
basiskele::lotus_mahza,lotus mahza,1,2,"{""lotus mahza"": 43876.78999999999}",0.0,,basiskele
basiskele::kw_arven_den_ted_kolejine_komsu_havuzlu,kw arven'den ted kolejine komsu havuzlu site,1,1,"{""kw arven'den ted kolejine komsu havuzlu site"": 30937.5}",0.0,,basiskele
basiskele::vizyon_dan,vizyon'dan site,1,1,"{""vizyon'dan site"": 44142.86}",0.0,,basiskele
basiskele::parla_100_yil,basiskele parla 100. yil sitesi | parla 100. yil sitesi,2,3,"{""parla 100. yil sitesi"": 48611.11, ""basiskele parla 100. yil sitesi"": 50000.0}",1388.8899999999994,,basiskele
basiskele::pasadag_mh_de_konsept_talha_park,pasadag mh'de konsept talha park,1,1,"{""pasadag mh'de konsept talha park"": 41807.91}",0.0,,basiskele
basiskele::yuvacik_doga,yuvacik doga evleri,1,1,"{""yuvacik doga evleri"": 32333.33}",0.0,,basiskele
basiskele::tinaztepede,basiskele tinaztepede site,1,1,"{""basiskele tinaztepede site"": 48843.28}",0.0,,basiskele
basiskele::listing_portal,listing_portal satilik site,1,1,"{""listing_portal satilik site"": 38823.53}",0.0,,basiskele
basiskele::temizel_tepe_loft,temizel tepe loft,1,1,"{""temizel tepe loft"": 52777.78}",0.0,,basiskele
basiskele::yuvacik_eksioglu_metsan,yuvacik eksioglu metsan evleri,1,1,"{""yuvacik eksioglu metsan evleri"": 54597.7}",0.0,,basiskele
basiskele::yuvacik_manar,yuvacik manar sitesi,1,1,"{""yuvacik manar sitesi"": 43846.15}",0.0,,basiskele
basiskele::mahall_yuvacik_2,mahall yuvacik 2,1,3,"{""mahall yuvacik 2"": 41666.67}",0.0,,basiskele
basiskele::emar_delux_yuvacik,emar delux yuvacik,1,4,"{""emar delux yuvacik"": 36950.759999999995}",0.0,,basiskele
basiskele::kredili_dusuk_faiz_yuksek_konforlu,konut kredili dusuk faiz yuksek konforlu site,1,1,"{""konut kredili dusuk faiz yuksek konforlu site"": 50000.0}",0.0,,basiskele
basiskele::yuvacik_kalici_konutlari_2_ada,yuvacik kalici konutlari 2 ada,1,2,"{""yuvacik kalici konutlari 2 ada"": 32663.635000000002}",0.0,,basiskele
basiskele::yesilyurt_mah_durupark,basiskele yesilyurt mah.durupark evleri,1,1,"{""basiskele yesilyurt mah.durupark evleri"": 48058.25}",0.0,,basiskele
basiskele::teras_marmara,teras marmara,1,4,"{""teras marmara"": 44152.05}",0.0,,basiskele
basiskele::bloklu_butik,bloklu butik site,1,1,"{""bloklu butik site"": 34160.0}",0.0,,basiskele
basiskele::asrin,asrin evleri sitesi,1,3,"{""asrin evleri sitesi"": 42857.14}",0.0,,basiskele
basiskele::durupark,durupark evleri sitesi,1,1,"{""durupark evleri sitesi"": 41739.13}",0.0,,basiskele
basiskele::royal_life,royal life sitesi,1,3,"{""royal life sitesi"": 53448.28}",0.0,,basiskele
basiskele::yuvacik_ta_prestijli,yuvacik'ta prestijli site,1,1,"{""yuvacik'ta prestijli site"": 35714.29}",0.0,,basiskele
basiskele::alizepark_city,alizepark city | alizepark city sitesi,2,5,"{""alizepark city sitesi"": 42857.14, ""alizepark city"": 47466.04}",4608.9000000000015,,basiskele
basiskele::basiskele_de_butik,basiskele'de butik site,1,1,"{""basiskele'de butik site"": 41903.23}",0.0,,basiskele
basiskele::panoramakent_3,panoramakent 3,1,1,"{""panoramakent 3"": 54166.67}",0.0,,basiskele
basiskele::mamik_reform,mamik reform,1,8,"{""mamik reform"": 44964.945}",0.0,,basiskele
basiskele::duru_park,duru park evleri,1,3,"{""duru park evleri"": 35900.0}",0.0,,basiskele
basiskele::gun_isigi,gun isigi sitesi,1,1,"{""gun isigi sitesi"": 35652.17}",0.0,,basiskele
basiskele::yesilyurt_mahallesin_de,basiskele yesilyurt mahallesin'de site,1,1,"{""basiskele yesilyurt mahallesin'de site"": 32708.33}",0.0,,basiskele
basiskele::bulvar,bulvar basiskele sitesi,1,2,"{""bulvar basiskele sitesi"": 51688.655}",0.0,,basiskele
basiskele::yuvacik_kalici_konutlari_10_ada,yuvacik kalici konutlari 10 ada,1,1,"{""yuvacik kalici konutlari 10 ada"": 27333.33}",0.0,,basiskele
basiskele::anatolia,anatolia evleri,1,1,"{""anatolia evleri"": 45112.78}",0.0,,basiskele
basiskele::panoramakent_1,panoramakent 1 | panoramakent 1 sitesi,2,5,"{""panoramakent 1"": 46000.0, ""panoramakent 1 sitesi"": 44479.17}",1520.8300000000017,,basiskele
basiskele::mamik_life,mamik life sitesi,1,2,"{""mamik life sitesi"": 41660.08}",0.0,,basiskele
basiskele::erenoglu_gm_den,erenoglu gm'den satilik site,1,1,"{""erenoglu gm'den satilik site"": 60185.19}",0.0,,basiskele
basiskele::orka_life,orka life | orka life sitesi,2,3,"{""orka life sitesi"": 53081.7, ""orka life"": 63636.36}",10554.660000000003,possible_bad_merge,basiskele
basiskele::aydinkent_kalici,aydinkent kalici konutlari,1,1,"{""aydinkent kalici konutlari"": 30909.09}",0.0,,basiskele
basiskele::basiskele_de_asev_muhit,basiskele'de asev muhit sitesi,1,1,"{""basiskele'de asev muhit sitesi"": 53333.33}",0.0,,basiskele
basiskele::terasta_life,terasta life,1,1,"{""terasta life"": 36363.64}",0.0,,basiskele
basiskele::yuvacik_kalici_konutlari_1_ada,yuvacik kalici konutlari 1 ada,1,1,"{""yuvacik kalici konutlari 1 ada"": 34347.83}",0.0,,basiskele
basiskele::asansorlu_butik,arakat asansorlu butik site,1,1,"{""arakat asansorlu butik site"": 39600.0}",0.0,,basiskele
basiskele::panoramakent_2,panoramakent 2 sitesi,1,2,"{""panoramakent 2 sitesi"": 46385.35}",0.0,,basiskele
basiskele::yuksek_giris_butik,yuksek giris butik site,1,1,"{""yuksek giris butik site"": 35000.0}",0.0,,basiskele
golcuk::erguder,erguder sitesi,1,2,"{""erguder sitesi"": 22527.175}",0.0,,golcuk
golcuk::ocak,ocak sitesi,1,2,"{""ocak sitesi"": 24741.665}",0.0,,golcuk
golcuk::oz_mercan,oz mercan sitesi,1,1,"{""oz mercan sitesi"": 22461.54}",0.0,,golcuk
golcuk::degirmendere_konaklari,degirmendere konaklari | degirmendere konaklari sitesi,2,2,"{""degirmendere konaklari sitesi"": 26111.11, ""degirmendere konaklari"": 40800.0}",14688.89,possible_bad_merge,golcuk
golcuk::sengun,sengun sitesi,1,2,"{""sengun sitesi"": 24589.29}",0.0,,golcuk
golcuk::degirmendere_ervatan,degirmendere ervatan sitesi,1,1,"{""degirmendere ervatan sitesi"": 24964.29}",0.0,,golcuk
golcuk::kurtulus,kurtulus sitesi,1,3,"{""kurtulus sitesi"": 20869.57}",0.0,,golcuk
golcuk::ervatan,ervatan sitesi,1,2,"{""ervatan sitesi"": 26974.355000000003}",0.0,,golcuk
golcuk::bati_mercan,bati mercan sitesi,1,1,"{""bati mercan sitesi"": 20384.62}",0.0,,golcuk
golcuk::ozgururkent,ozgururkent sitesi,1,2,"{""ozgururkent sitesi"": 38305.555}",0.0,,golcuk
golcuk::dadaslar,dadaslar sitesi,1,1,"{""dadaslar sitesi"": 24074.07}",0.0,,golcuk
golcuk::cumhuriyet,cumhuriyet sitesi,1,2,"{""cumhuriyet sitesi"": 21666.67}",0.0,,golcuk
golcuk::aylan_1,aylan 1 sitesi,1,1,"{""aylan 1 sitesi"": 30384.62}",0.0,,golcuk
golcuk::uydu_kent,uydu kent,1,1,"{""uydu kent"": 26071.43}",0.0,,golcuk
golcuk::supark_royal,supark royal,1,1,"{""supark royal"": 48181.82}",0.0,,golcuk
