district,building_age_group,m2_group,n,mape,mae
Ereğli Mh.,31 ve üzeri,101-125,1,0.1682820590291996,7740.974715343182
Kayacık Mh.,26-30 arası,151-200,1,0.16451972906311446,4935.591871893434
Kayacık Mh.,0 (Oturuma Hazır),101-125,1,0.1499438663499634,8110.6001797879
4 Temmuz Mah.,31 ve üzeri,76-100,11,0.1458638049202482,3924.0678053388187
Kayacık Mh.,11-15 arası,101-125,4,0.1454803226547996,8397.688649498103
4 Temmuz Mah.,26-30 arası,101-125,5,0.14381995991358906,4915.375665682502
Kayacık Mh.,16-20 arası,200+,1,0.14006549562878948,5048.194371839272
4 Temmuz Mah.,0 (Yapım Aşamasında),0-75,2,0.13833686959274563,6916.842817977409
4 Temmuz Mah.,31 ve üzeri,151-200,1,0.13811537868812163,3884.495025603421
4 Temmuz Mah.,6-10 arası,151-200,2,0.13286936112294434,4844.144422670113
4 Temmuz Mah.,3,76-100,2,0.13172363987711397,5523.743424370972
Kayacık Mh.,11-15 arası,126-150,2,0.131254476131445,5328.73138761587
4 Temmuz Mah.,31 ve üzeri,101-125,18,0.13054517405423932,3240.778284541138
Kayacık Mh.,11-15 arası,76-100,4,0.12456738935592448,4922.55405513191
4 Temmuz Mah.,11-15 arası,76-100,6,0.11547534647694568,5139.815379363304
Kayacık Mh.,4,76-100,1,0.10409162641962483,4760.288072850621
Ereğli Mh.,16-20 arası,126-150,1,0.10322280398847049,3692.2002171085187
4 Temmuz Mah.,26-30 arası,126-150,7,0.10252473710344955,2036.5551032167293
Kayacık Mh.,26-30 arası,126-150,3,0.09518189373322007,3908.1188604434624
Ereğli Mh.,0 (Yapım Aşamasında),0-75,2,0.09327552023660239,4416.985143865371
Ereğli Mh.,0 (Yapım Aşamasında),76-100,5,0.08907097327204158,4735.494917156086
Ereğli Mh.,1,126-150,1,0.0877457635347786,3451.3330732154136
4 Temmuz Mah.,2,76-100,1,0.0873989460013719,3398.8479971632914
Kayacık Mh.,1,151-200,1,0.08562735455526485,3749.3632613642912
4 Temmuz Mah.,5,76-100,1,0.08558783709372918,4279.391854686459
4 Temmuz Mah.,0 (Oturuma Hazır),101-125,2,0.0840942898747207,4108.897823429306
Kayacık Mh.,21-25 arası,126-150,2,0.0792951781997535,2699.3899451959933
Ereğli Mh.,0 (Oturuma Hazır),76-100,5,0.07800830211494941,3991.042075410513
Kayacık Mh.,0 (Yapım Aşamasında),101-125,4,0.07660895190744134,3654.3955789150605
Kayacık Mh.,0 (Oturuma Hazır),76-100,4,0.07300714814891,4067.8805025534602
Kayacık Mh.,1,0-75,2,0.07239173985469276,3612.814597714121
4 Temmuz Mah.,0 (Yapım Aşamasında),76-100,2,0.06789195931901326,3633.58289181862
Dereköy Mh.,26-30 arası,151-200,1,0.06752150167843687,1990.196261971927
Kayacık Mh.,6-10 arası,126-150,1,0.053569059974481734,2321.3257536640085
Tepeköy Mh.,0 (Oturuma Hazır),76-100,1,0.040650286561786285,1817.30683299683
Kayacık Mh.,0 (Yapım Aşamasında),76-100,1,0.03707019182998413,1969.353940967907
Ereğli Mh.,11-15 arası,101-125,1,0.032549465334745405,1419.1566885948996
Dereköy Mh.,6-10 arası,126-150,2,0.026709967908906167,881.3903426844445
Kayacık Mh.,0 (Oturuma Hazır),126-150,1,0.02027736767483779,1043.6880778708291
4 Temmuz Mah.,6-10 arası,101-125,2,0.020168481419314238,759.4891037678135
Kayacık Mh.,21-25 arası,101-125,1,0.011494970817801466,431.06140566755494
