district,building_age_group,m2_group,n,mape,mae
Kayacık Mh.,26-30 arası,76-100,4,0.19819604344595745,6940.2681620364165
Kayacık Mh.,1,151-200,1,0.1940886847439017,8498.55735710753
Kayacık Mh.,31 ve üzeri,101-125,11,0.18571326140527059,5504.487834264618
Kayacık Mh.,26-30 arası,101-125,3,0.17968513477247158,7715.715498601734
4 Temmuz Mah.,6-10 arası,76-100,3,0.17465844051688525,8329.787265980129
4 Temmuz Mah.,1,76-100,3,0.1669729377604744,8222.22065484513
Ereğli Mh.,0 (Yapım Aşamasında),0-75,2,0.16299583527003253,7700.510330847028
4 Temmuz Mah.,0 (Yapım Aşamasında),101-125,1,0.15492554217682275,7617.173006778925
Kayacık Mh.,11-15 arası,101-125,5,0.15146673699311652,7892.283026096152
4 Temmuz Mah.,31 ve üzeri,101-125,19,0.15073487655664228,3680.0876540228837
4 Temmuz Mah.,6-10 arası,126-150,8,0.14711068361244822,4541.529355581507
Kayacık Mh.,16-20 arası,101-125,3,0.14706509326878678,4972.264390956709
4 Temmuz Mah.,6-10 arası,200+,6,0.14192558363273938,5077.362364995549
4 Temmuz Mah.,6-10 arası,101-125,7,0.14076630175374452,5125.166875869482
Kayacık Mh.,26-30 arası,151-200,1,0.13467357125591564,4040.2071376774693
Kayacık Mh.,6-10 arası,101-125,4,0.13244132650831847,8246.666694405467
4 Temmuz Mah.,31 ve üzeri,76-100,14,0.13189887942537634,3774.0592511533873
4 Temmuz Mah.,3,76-100,2,0.12963435325087933,5433.021285184328
4 Temmuz Mah.,26-30 arası,126-150,9,0.12786787750076056,2553.873895778612
4 Temmuz Mah.,11-15 arası,76-100,6,0.1267982867477744,5991.394256837691
Dereköy Mh.,11-15 arası,126-150,3,0.12614249448053275,4421.436990428582
Ereğli Mh.,11-15 arası,200+,1,0.12431686689778747,5689.8872739242215
4 Temmuz Mah.,5,76-100,1,0.11848968250031947,5924.484125015973
Dereköy Mh.,26-30 arası,151-200,1,0.1173283643017148,3458.2535377930435
Kayacık Mh.,0 (Oturuma Hazır),101-125,3,0.1169206245687671,5354.795358663451
Kayacık Mh.,31 ve üzeri,0-75,1,0.11576789555237757,5016.60842137671
4 Temmuz Mah.,11-15 arası,101-125,5,0.11522741706342465,5749.9919573577845
Kayacık Mh.,5,101-125,1,0.11468062485551382,6009.264742428924
Kayacık Mh.,21-25 arası,126-150,2,0.11372745465376417,3824.9291263208743
4 Temmuz Mah.,0 (Oturuma Hazır),151-200,2,0.11366838343760041,5194.202809551789
4 Temmuz Mah.,31 ve üzeri,151-200,3,0.11273829833171921,2805.7548383309236
4 Temmuz Mah.,0 (Oturuma Hazır),76-100,3,0.11185652310040282,6829.512606859494
4 Temmuz Mah.,11-15 arası,126-150,3,0.11084091710292504,4800.6611085638115
4 Temmuz Mah.,2,151-200,1,0.10924203580383725,4950.0297473613755
4 Temmuz Mah.,11-15 arası,200+,3,0.10846230959348245,3243.126903927041
Kayacık Mh.,0 (Oturuma Hazır),126-150,7,0.10798805827688591,6688.04166282835
4 Temmuz Mah.,0 (Oturuma Hazır),101-125,7,0.10775438655286305,5519.898127401788
4 Temmuz Mah.,26-30 arası,101-125,5,0.10568608282971084,3563.3572416254115
Kayacık Mh.,16-20 arası,200+,1,0.10527550091766667,3794.304863159239
Kayacık Mh.,11-15 arası,126-150,2,0.10413595073747352,4126.975528279221
Kayacık Mh.,0 (Yapım Aşamasında),101-125,4,0.10266880525060146,4687.180654434011
Kayacık Mh.,0 (Oturuma Hazır),0-75,6,0.10219007616713645,4777.838337911551
Tepeköy Mh.,0 (Oturuma Hazır),76-100,2,0.09651456771596505,4001.403487873413
Kayacık Mh.,6-10 arası,151-200,4,0.09650155998167483,6237.711701051227
Kayacık Mh.,5,76-100,1,0.09394502836407942,4089.371657121643
4 Temmuz Mah.,11-15 arası,151-200,6,0.09173284363103455,3659.8376256556658
Tepeköy Mh.,21-25 arası,0-75,1,0.08932293924729785,3870.6604029731097
Kayacık Mh.,0 (Oturuma Hazır),151-200,4,0.08930068433101215,6537.682058173472
Ereğli Mh.,0 (Yapım Aşamasında),76-100,5,0.08619327464256363,4458.203787905014
Kayacık Mh.,0 (Oturuma Hazır),76-100,5,0.08451054871115442,4277.9655099786205
Kayacık Mh.,26-30 arası,126-150,3,0.0840352934832681,3491.4297858228697
Ereğli Mh.,0 (Oturuma Hazır),76-100,6,0.08022550248991078,3921.67080821454
Kayacık Mh.,11-15 arası,76-100,4,0.07867263385076707,3056.9998439090887
4 Temmuz Mah.,2,76-100,1,0.07138721992022759,2776.1697428835396
Ereğli Mh.,11-15 arası,151-200,1,0.06711955974256019,2922.948764297311
Ereğli Mh.,26-30 arası,76-100,2,0.06561901587856059,3019.630692626579
Dereköy Mh.,6-10 arası,151-200,1,0.06251352786097576,2003.2378735463462
4 Temmuz Mah.,16-20 arası,151-200,1,0.056801746168225524,2422.427476941084
4 Temmuz Mah.,26-30 arası,151-200,2,0.05547682990073863,1640.6772412483278
Kayacık Mh.,1,0-75,3,0.05331657114912752,2622.3511963590377
4 Temmuz Mah.,0 (Yapım Aşamasında),76-100,2,0.04956422424499081,2657.2599739763573
4 Temmuz Mah.,0 (Yapım Aşamasında),0-75,2,0.04642564804769002,2321.2819324469565
Kayacık Mh.,4,76-100,1,0.0455914592193667,2084.975391496904
Ereğli Mh.,1,126-150,1,0.044028583417767275,1731.790801003568
Ereğli Mh.,0 (Oturuma Hazır),200+,3,0.04256685886042393,1619.2121384062386
Ereğli Mh.,0 (Oturuma Hazır),151-200,1,0.03691918600808955,1661.3633703640298
Kayacık Mh.,0 (Yapım Aşamasında),76-100,1,0.03534423823056031,1877.6626559985161
Ereğli Mh.,16-20 arası,126-150,1,0.02997045490693008,1072.0200947706107
Dereköy Mh.,6-10 arası,126-150,2,0.02938681565673241,970.6628391946251
Ereğli Mh.,11-15 arası,101-125,1,0.019900795185722936,867.67467009752
Kayacık Mh.,6-10 arası,126-150,1,0.016255185871345598,704.3913335743564
Kayacık Mh.,21-25 arası,101-125,1,0.01293763107159272,485.161165184727
4 Temmuz Mah.,4,101-125,1,0.0005961278249897683,24.590272780827945
