detail_konut_tipi_raw,title_raw,duplex_type,is_duplex,is_roof_duplex,is_garden_duplex,is_middle_floor_duplex,is_standard_duplex,duplex_match_source,duplex_source_conflict,extraction_notes,classified_id
Ara Kat,PLAJYOLU SİTE İÇİNDE ÇOK GÜZEL KONUMDA ARAKAT SATILIK 3+1 DAİRE,none,0,0,0,0,0,none,0,,1307111273
Ara Kat,SINIRSIZ KREDLİ MERKEZİ KONUMDAKİ 3+1 ARAKAT DAİREMİZ SATIŞTA,none,0,0,0,0,0,none,0,,1307601514
Çatı Dubleksi,İZMİT BAĞÇEŞMEDE 3+1 YÜKSEK KREDİYE UYGUN SATILIK DAİRE,roof,1,1,0,0,0,detail,0,,1316230877
Çatı Dubleksi,CB Envoy'dan Erenler Mahallesinde Manzaralı 4+1 Satılık Daire,roof,1,1,0,0,0,detail,0,,1316034790
Ara Kat,"ERENLER CEDİT B3 BLOKTA, ARAKAT, FERAH,GÜVENLİKLİ SİTE 3+1 DAİRE",none,0,0,0,0,0,none,0,,1305875808
Ara Kat,MASTER REALTOR'DEN KENT KONUT 3'TE SATILIK ARAKAT DAİRE.,none,0,0,0,0,0,none,0,,1315397947
Ara Kat,TAMAMI KREDİYE UYGUN KENT KONUT 5.ETAP SATILIK 2+1 ARA KAT DAİRE,none,0,0,0,0,0,none,0,,1303707032
Ters Dubleks,KOCAELİ YEŞİLOVA ŞEHİR HAST.KARŞISINDA 2+1 SATILIK DAİRE,standard,1,0,0,0,1,detail,0,,1274860299
Ara Kat,Dünya Bankası Satılık,none,0,0,0,0,0,none,0,,1317871209
Ara Kat,İzmit Kent Konutları'nda Satılık 2+1 Yapılı Daire,none,0,0,0,0,0,none,0,,1307700093
En Üst Kat,BAĞÇEŞME BAĞTEPE SİTESİ DENİZ&DOĞA MANZARALI 3+1 SATILIK DAİRE,none,0,0,0,0,0,none,0,,1303280915
,KOCAELİ İZMİT 28 HAZİRAN MH 2+1 75m2,none,0,0,0,0,0,none,0,,1297686425
Ara Kat,YEŞİLOVA TADU CONCEPT RESIDENCE EŞYALI 1+0,none,0,0,0,0,0,none,0,,1265866571
Ara Kat,İZMİT DÜNYA BANKASÍ KONUTLARÍ SATÍLÍK ARA KAT 2+1 DAİRE,none,0,0,0,0,0,none,0,,1317320538
Ara Kat,KENT KONUT 5.ETAP ARAKAT DAİRE,none,0,0,0,0,0,none,0,,1317171704
Ara Kat,24 BİN TL KİRA GETİRİLİ EŞYALI İZMİT MERKEZDE 2+1 SATILIK DAİRE,none,0,0,0,0,0,none,0,,1288931990
Ara Kat,KENT 2 DE BÜYÜK TİP SATILIK 105 M2 EŞYALI SATILIK 2+1 ARAKAT,none,0,0,0,0,0,none,0,,1317077570
,Yatırımlık Diamond prestij 2 sitesinde ara kat 2+1,none,0,0,0,0,0,none,0,,1308412388
Ara Kat,CMG YAPI'DAN YEŞİLOVA'DA BAYRAMA ÖZEL DEV YATIRIM FIRSATI,none,0,0,0,0,0,none,0,,1305369780
Ara Kat,REMAX'DEN YEŞILOVA MAH 18.000₺ KİRACILI SATILIK DAİRE,none,0,0,0,0,0,none,0,,1313790506
Çatı Dubleksi,İZMİT YEŞİLOVA MERKEZDE ANA CADDEYE CEPE SATILIK 1+1 DAİRE,roof,1,1,0,0,0,detail,0,,1310696467
,BEKİRDERE MAH SATILIK 3+1 GİRİŞ KAT DAİRE,none,0,0,0,0,0,none,0,,1310443974
,Sahibinden satılık İzmit Kent Konut 5.Etap 1.Blok ara kat daire,none,0,0,0,0,0,none,0,,1316135787
Ara Kat,PROJECT GAYRİMENKUL'DEN K.KONUT 3.ETAP 1+1 SATILIK DAİRE,none,0,0,0,0,0,none,0,,1316639080
Ara Kat,İzmit Kent Konut 1.Etapta Full Yapılı 3+1 Satılık Daire,none,0,0,0,0,0,none,0,,1310302131
,KENT KONUT 1.ETAPTA YATIRIM FIRSATI SATILIK 1+1 DAİRE,none,0,0,0,0,0,none,0,,1316490384
Ara Kat,Izmit Bekirdere Basaran 'da 2+1 cati dubleks Daire,roof,1,1,0,0,0,title,0,,1315353973
Ara Kat,EMLAK KLASÖRÜ'NDEN KENT KONUT ERENLER CEDİT SİTESİNDE 2+1 DAİRE,none,0,0,0,0,0,none,0,,1308725590
Ara Kat,CB AKADEMİ İZMİT AKÇAKOCA KONUTLARI SATILIK 3+1 ARA KAT DAİRE,none,0,0,0,0,0,none,0,,1314422264
Ara Kat,İZMİT BAĞÇEŞMEDE DENİZ VE DOĞA MANZARALI ARAKAT FUL YAPILI DAİRE,none,0,0,0,0,0,none,0,,1314069182
,TAVŞANTEPE TOKİ KONUTLARINDA 3+1 110M2 SATILIK ARAKAT DAİRE,none,0,0,0,0,0,none,0,,1313983447
Ara Kat,Sahibinden satılık 3+1 ara kat daire,none,0,0,0,0,0,none,0,,1308031660
En Üst Kat,ASAYRA EMLAK'TAN TAVŞANTEPE DE 2 +1 SATILIK DAİRE,none,0,0,0,0,0,none,0,,1290736250
Ara Kat,Gündoğdu Mahallesi Sahibinden Satılık Daire,none,0,0,0,0,0,none,0,,1291315170
Ara Kat,İzmit Karabaş'ta Satılık 2+1 Daire (İstiklal Cad.),none,0,0,0,0,0,none,0,,1296312971
,REMAX DREAM AVENUE REZİDANS ÖN CEPHE EŞYALI SATILIK,none,0,0,0,0,0,none,0,,1318963575
Ara Kat,KOCAELİ FEDERALDEN İZMİT LEYLAATAKAN CADDESİ ÜZERİ SATILIK DAİRE,none,0,0,0,0,0,none,0,,1299726699
Ara Kat,İZMİT TUANA EVLERİ 2. ETAP 2+1 SATILIK BOŞ DAİRE,none,0,0,0,0,0,none,0,,1261404366
En Üst Kat,İZMİT ŞEHİR MEKEZİ YÜRÜYÜŞ YOLU 3+1 YATIRIMLIK SATILIK DAİRE,none,0,0,0,0,0,none,0,,1312997001
Ara Kat,"TUANA EVLERİ 3. ETAPTA SATILIK 4+1, ARA KAT DAİRE",none,0,0,0,0,0,none,0,,1312699371
,Bahçe kullanımlı 2+1 satılık daire,none,0,0,0,0,0,none,0,,1294972949
Ara Kat,ALTIN EMLAK'tan İZMİT YÜRÜYÜŞ YOLUNDA SATILIK 3+1 DAİRE,none,0,0,0,0,0,none,0,,1213568454
Bahçe Dubleksi,BAGCESMEDE HAVUZLU SITE ICERISINDE SATILIK KONUT,garden,1,0,1,0,0,detail,0,,1301256158
Ara Kat,TURGUT MAH. 1+1 ARAKAT SATILIK DAİRE !,none,0,0,0,0,0,none,0,,1314982481
Ara Kat,Kocaeli İzmit Akçakoca mahalesinde 2+1 Satılık Daire,none,0,0,0,0,0,none,0,,1301884631
Ara Kat,"İZMİT'TE DENİZ,ŞEHİR MANZARALI,K.OTOPARK,ASANSÖR,İSKANLI 0 DAİRE",none,0,0,0,0,0,none,0,,1315846601
Ara Kat,TUANA 3. ETAP A BLOKTA SATILIK 3+1 ARA KAT DAİRE,none,0,0,0,0,0,none,0,,1271750061
En Üst Kat,Şok Fiyata İzmit Merkezde Metro Yanı 3+1 Satılık Daire (Eşyalı),none,0,0,0,0,0,none,0,,1270094297
Ara Kat,İZMİT MERKEZDE YATIRIM FIRSATI 2+1 ARAKAT FIRSAT DAİRE,none,0,0,0,0,0,none,0,,1293022247
Ara Kat,END'DEN İZMİT ÇARŞI MERKEZDE SATILIK ARAKAT YAPILI 2+1 DAİRE,none,0,0,0,0,0,none,0,,1271023185
Ara Kat,İZMİT KARABAŞ MAHALLESİ İÇİ YENİLENMİŞ 3+1 ARAKAT SATILIK DAİRE,none,0,0,0,0,0,none,0,,1314154113
Ara Kat,YALÇIN KARAÇETİN' den ADLİYE YAKINI FİBABANK YANI E-5 ÜSTÜ 3+1,none,0,0,0,0,0,none,0,,1316924977
Ara Kat,İZMİT MERKEZ CUMHURİYET APARTMANINDA SATILIK 1+1 ARA KAT DAİRE,none,0,0,0,0,0,none,0,,1299806534
Ara Kat,İZMİT ÇARŞI CUMHURİYET PARKI ARKASINDA YENİ BİNADA SATILIK DAİRE,none,0,0,0,0,0,none,0,,1249287353
Ara Kat,ANADOLU EVLERİNDE SATILIK LÜKS DAİRE NEŞE EMLAK,none,0,0,0,0,0,none,0,,1206557200
Ara Kat,Tarcanlar'dan Turgut Mah.'de Ara Kat 2+1 Deniz Manzaralı Daire,none,0,0,0,0,0,none,0,,1315815294
,İZMİT MERKEZ'DE SATILIK 2+1 DAİRE,none,0,0,0,0,0,none,0,,1300765255
Ara Kat,İZMİT AKÇAKENT SİTESİ SATILIK 3+1 ARA KAT BOŞ DAİRE,none,0,0,0,0,0,none,0,,1307320796
Ara Kat,EKOL EMLAK İzmit-Merkez Cumhuriyet Parkı Mevki ARAKAT 2+1 ...,none,0,0,0,0,0,none,0,,1313623090
,MERKEZİ KONUMDA FERAH 2+1 SATILIK DAİRE,none,0,0,0,0,0,none,0,,1318237925
